ASV domain phylum class order family genus species
ASV_2632 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_2633 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_2635 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_2636 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2637 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_2640 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_2642 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA
ASV_2643 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2644 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2645 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2646 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2647 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_2648 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_2649 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_2650 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_2651 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2652 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_2653 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2654 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_2655 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_2656 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2657 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2658 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2661 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2662 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2663 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_2664 Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Subgroup 10 NA
ASV_2665 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_2666 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_2667 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2668 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2669 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2670 Bacteria NA NA NA NA NA NA
ASV_2671 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_2672 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2673 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2675 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_2676 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_2677 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_2678 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2679 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae mle1-7 NA
ASV_2680 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Massilia NA
ASV_2681 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2682 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_2684 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_2685 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2686 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2687 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2688 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2690 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas NA
ASV_2691 Bacteria Bacteroidota Bacteroidia Cytophagales NA NA NA
ASV_2692 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2693 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2694 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_2695 Bacteria Acidobacteriota NA NA NA NA NA
ASV_2696 Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Subgroup 10 NA
ASV_2697 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2698 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_2699 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_2700 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2702 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2703 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2704 Bacteria Acidobacteriota Blastocatellia Pyrinomonadales Pyrinomonadaceae RB41 NA
ASV_2705 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_2706 Bacteria NA NA NA NA NA NA
ASV_2707 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_2708 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2709 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia NA
ASV_2710 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2711 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2712 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2713 Bacteria Actinobacteriota Actinobacteria Catenulisporales Actinospicaceae Actinospica NA
ASV_2714 Bacteria Bacteroidota Bacteroidia Cytophagales Spirosomaceae Dyadobacter NA
ASV_2717 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_2718 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_2719 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Tundrisphaera NA
ASV_2720 Bacteria Actinobacteriota Actinobacteria Streptosporangiales Thermomonosporaceae Actinocorallia NA
ASV_2723 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2725 Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae NA NA
ASV_2726 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2728 Bacteria Acidobacteriota Holophagae Subgroup 7 NA NA NA
ASV_2729 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia NA
ASV_2730 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_2731 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_2732 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2733 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_2734 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_2735 Bacteria NA NA NA NA NA NA
ASV_2738 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_2739 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_2740 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2742 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 NA NA
ASV_2743 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_2744 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_2745 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_2746 Bacteria Actinobacteriota Actinobacteria Catenulisporales Catenulisporaceae Catenulispora NA
ASV_2747 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2748 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2749 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2750 Bacteria Actinobacteriota NA NA NA NA NA
ASV_2751 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae NA NA
ASV_2752 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2753 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_2754 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_2755 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2756 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2757 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2759 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_2760 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2761 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2762 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2765 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_2766 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_2767 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_2768 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas NA
ASV_2769 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2770 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_2771 Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Cellvibrionaceae Cellvibrio NA
ASV_2772 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_2773 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2775 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhodomicrobiaceae Rhodomicrobium NA
ASV_2776 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_2777 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2778 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_2779 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2780 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_2781 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_2782 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2783 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_2784 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 NA NA
ASV_2785 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2786 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Xiphinematobacteraceae Candidatus Xiphinematobacter NA
ASV_2787 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_2788 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_2789 Bacteria NA NA NA NA NA NA
ASV_2790 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae P3OB-42 NA
ASV_2792 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_2793 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_2794 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2795 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2796 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2797 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Heliimonas NA
ASV_2798 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae G12-WMSP1 NA
ASV_2799 Bacteria RCP2-54 NA NA NA NA NA
ASV_2800 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2802 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_2804 Bacteria Acidobacteriota NA NA NA NA NA
ASV_2805 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_2807 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2808 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA
ASV_2810 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Terracidiphilus NA
ASV_2811 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2812 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae NA NA
ASV_2813 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2814 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_2815 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_2816 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2817 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_2818 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2819 Bacteria Actinobacteriota NA NA NA NA NA
ASV_2820 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_2821 Bacteria Proteobacteria Gammaproteobacteria R7C24 NA NA NA
ASV_2822 Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus NA
ASV_2824 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2825 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2826 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA
ASV_2827 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2828 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2829 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_2830 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2831 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_2832 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA
ASV_2833 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Dokdonella NA
ASV_2834 Bacteria Proteobacteria Gammaproteobacteria Steroidobacterales Steroidobacteraceae Steroidobacter NA
ASV_2835 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2836 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis NA
ASV_2838 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2839 Archaea Crenarchaeota Nitrososphaeria Nitrososphaerales Nitrososphaeraceae Candidatus Nitrocosmicus NA
ASV_2840 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_2841 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2842 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2843 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae Angustibacter NA
ASV_2844 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Limnobacter NA
ASV_2845 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2846 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_2847 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_2848 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2849 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_2850 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2851 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2852 Bacteria MBNT15 NA NA NA NA NA
ASV_2853 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA
ASV_2854 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2856 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2857 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae Ohtaekwangia NA
ASV_2858 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2859 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_2860 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_2861 Bacteria Proteobacteria Alphaproteobacteria Tistrellales Geminicoccaceae Candidatus Alysiosphaera NA
ASV_2862 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2863 Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_2864 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2865 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2866 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA
ASV_2867 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2868 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2869 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_2870 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidiphilium NA
ASV_2871 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_2872 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_2873 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2875 Bacteria Proteobacteria Gammaproteobacteria Steroidobacterales Steroidobacteraceae Steroidobacter NA
ASV_2876 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2877 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2878 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_2879 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2880 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae P3OB-42 NA
ASV_2881 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_2882 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_2883 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2884 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2885 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_2886 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2887 Bacteria Actinobacteriota Actinobacteria Streptosporangiales Streptosporangiaceae NA NA
ASV_2888 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_2889 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2890 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2891 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2893 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
