ASV domain phylum class order family genus species
ASV_2299 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2300 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_2301 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2303 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2304 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2305 Bacteria Firmicutes Bacilli Bacillales Planococcaceae Lysinibacillus NA
ASV_2306 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2307 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Duganella NA
ASV_2308 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_2309 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2310 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2311 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae NA NA
ASV_2314 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA
ASV_2315 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2316 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Phycicoccus NA
ASV_2317 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2318 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2319 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Massilia NA
ASV_2320 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2322 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Tardiphaga NA
ASV_2323 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_2324 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2325 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_2326 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_2327 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2329 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2330 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2331 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2332 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2334 Bacteria Acidobacteriota Blastocatellia Pyrinomonadales Pyrinomonadaceae RB41 NA
ASV_2335 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_2336 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_2337 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_2339 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2340 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2341 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_2342 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2343 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_2344 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_2345 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2346 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2347 Bacteria Myxococcota NA NA NA NA NA
ASV_2348 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2349 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_2350 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2351 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_2353 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2355 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA
ASV_2356 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae NA NA
ASV_2357 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidipila NA
ASV_2358 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2359 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2360 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_2361 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2362 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2364 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_2365 Bacteria Actinobacteriota NA NA NA NA NA
ASV_2366 Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales Vicinamibacteraceae NA NA
ASV_2367 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_2368 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2369 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae NA NA
ASV_2370 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2372 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2373 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_2374 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2375 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_2376 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_2377 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2378 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Aetherobacter NA
ASV_2379 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2381 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_2382 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidipila NA
ASV_2383 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2384 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_2385 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_2386 Bacteria NA NA NA NA NA NA
ASV_2387 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2388 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae Chryseolinea NA
ASV_2389 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2390 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2391 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2392 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_2393 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_2394 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2396 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2397 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2400 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_2401 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidisoma NA
ASV_2402 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2403 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_2404 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2405 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2406 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2408 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2409 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_2410 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Parafilimonas NA
ASV_2411 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2412 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_2415 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA
ASV_2416 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_2417 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2418 Bacteria Acidobacteriota NA NA NA NA NA
ASV_2420 Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_2421 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2422 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_2423 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2424 Bacteria NA NA NA NA NA NA
ASV_2425 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_2426 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2427 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2428 Bacteria Verrucomicrobiota NA NA NA NA NA
ASV_2429 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_2430 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_2432 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_2433 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2434 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2435 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2436 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2437 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2438 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_2439 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_2440 Bacteria Firmicutes Bacilli Bacillales Planococcaceae Lysinibacillus NA
ASV_2441 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_2442 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_2443 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_2444 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae mle1-7 NA
ASV_2445 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2446 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2447 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2448 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2449 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2450 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2451 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_2452 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Aetherobacter NA
ASV_2453 Bacteria NA NA NA NA NA NA
ASV_2455 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2456 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2458 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2459 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2460 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2461 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_2462 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_2463 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2464 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2465 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidisoma NA
ASV_2466 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2467 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2468 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_2469 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_2470 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium NA
ASV_2471 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_2472 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2473 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Aurantisolimonas NA
ASV_2474 Bacteria NA NA NA NA NA NA
ASV_2475 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis NA
ASV_2477 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2478 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2479 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_2480 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2481 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_2482 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_2483 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_2484 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2485 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2486 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2488 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2490 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_2492 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2493 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2494 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Aquisphaera NA
ASV_2495 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2496 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhodomicrobiaceae Rhodomicrobium NA
ASV_2497 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_2498 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2499 Bacteria Actinobacteriota Actinobacteria Micrococcales Demequinaceae Demequina NA
ASV_2500 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2501 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_2502 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2504 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptomyces NA
ASV_2505 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2506 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_2507 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2508 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2509 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2511 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Marmoricola NA
ASV_2512 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2513 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2514 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2515 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2518 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_2519 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2521 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas NA
ASV_2522 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2523 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Terrabacter NA
ASV_2524 Bacteria Acidobacteriota Vicinamibacteria Subgroup 17 NA NA NA
ASV_2525 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2526 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_2528 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas NA
ASV_2529 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2530 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2533 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2535 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae NA NA
ASV_2536 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2537 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2539 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_2540 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidiphilium NA
ASV_2541 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_2542 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_2544 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_2545 Bacteria NA NA NA NA NA NA
ASV_2547 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2548 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_2549 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2550 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_2551 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2552 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_2553 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rudaea NA
ASV_2554 Bacteria Proteobacteria Alphaproteobacteria Defluviicoccales Defluviicoccaceae Defluviicoccus NA
ASV_2555 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_2556 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_2557 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Aeromicrobium NA
ASV_2558 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_2561 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2562 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_2563 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_2564 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_2565 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_2566 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2567 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_2568 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_2569 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_2570 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_2572 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2573 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_2577 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Herbaspirillum NA
ASV_2578 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_2579 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2580 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_2581 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2583 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Ilumatobacteraceae CL500-29 marine group NA
ASV_2584 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA
ASV_2585 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_2586 Bacteria Actinobacteriota Actinobacteria Micrococcales Demequinaceae Demequina NA
ASV_2587 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Herbaspirillum NA
ASV_2588 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_2589 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_2590 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_2591 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_2593 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_2594 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_2595 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_2597 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA
ASV_2599 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_2600 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_2601 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_2602 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas NA
ASV_2603 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_2604 Bacteria Proteobacteria Alphaproteobacteria Tistrellales Geminicoccaceae Candidatus Alysiosphaera NA
ASV_2605 Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae NA NA
ASV_2606 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_2608 Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Subgroup 10 NA
ASV_2610 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_2612 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Edaphobaculum NA
ASV_2613 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_2614 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_2615 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Parafrigoribacterium NA
ASV_2617 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_2619 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Pandoraea NA
ASV_2620 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_2621 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_2622 Bacteria NA NA NA NA NA NA
ASV_2623 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_2625 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_2626 Bacteria Actinobacteriota Actinobacteria Frankiales NA NA NA
ASV_2627 Bacteria Actinobacteriota Actinobacteria Streptosporangiales Streptosporangiaceae NA NA
ASV_2628 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_2629 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_2630 Bacteria Actinobacteriota Actinobacteria Micrococcales Micrococcaceae NA NA
ASV_2631 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
