ASV kingdom phylum class order family genus species
ASV_1583 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1584 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_griseascens
ASV_1585 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_1587 Fungi Ascomycota Dothideomycetes Pleosporales Massarinaceae Stagonospora NA
ASV_1589 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1590 Fungi NA NA NA NA NA Fungi_sp
ASV_1591 Fungi NA NA NA NA NA NA
ASV_1592 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1593 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS11 NA NA GS11_sp
ASV_1594 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Apodus Apodus_deciduus
ASV_1595 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Sclerostagonospora Sclerostagonospora_sp
ASV_1596 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1597 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaetopsis Pyrenochaetopsis_leptospora
ASV_1598 Fungi Basidiomycota Agaricomycetes Polyporales Hyphodermataceae Hyphoderma Hyphoderma_orphanellum
ASV_1599 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_1600 Fungi Ascomycota NA NA NA NA NA
ASV_1601 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_carneolum
ASV_1602 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1603 Fungi Basidiomycota Agaricomycetes Agaricales Bolbitiaceae Conocybe Conocybe_semiglobata
ASV_1604 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Hyaloscypha NA
ASV_1605 Fungi Basidiomycota Agaricomycetes Cantharellales Cantharellales_fam_Incertae_sedis Sistotrema Sistotrema_sp
ASV_1606 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1607 Fungi NA NA NA NA NA NA
ASV_1608 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1610 Fungi NA NA NA NA NA Fungi_sp
ASV_1611 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_sp
ASV_1612 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta Neoascochyta_desmazieri
ASV_1613 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Amphinema Amphinema_sp
ASV_1614 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1615 Fungi Ascomycota NA NA NA NA NA
ASV_1616 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1617 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS11 NA NA GS11_sp
ASV_1618 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1619 Fungi NA NA NA NA NA NA
ASV_1620 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_globulifera
ASV_1621 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_1622 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_carneolum
ASV_1624 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1625 Fungi Ascomycota Sordariomycetes Sordariales NA NA Sordariales_sp
ASV_1626 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1627 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1629 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1630 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1631 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Delicatula Delicatula_integrella
ASV_1632 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_1633 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis Clavulinopsis_helvola
ASV_1634 Fungi Basidiomycota Agaricomycetes Agaricales Inocybaceae Inocybe Inocybe_geophylla
ASV_1635 Fungi NA NA NA NA NA Fungi_sp
ASV_1637 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_1638 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Capronia Capronia_sp
ASV_1639 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae Trechispora Trechispora_byssinella
ASV_1641 Fungi Ascomycota NA NA NA NA NA
ASV_1642 Fungi Basidiomycota Agaricomycetes Tremellodendropsidales NA NA Tremellodendropsidales_sp
ASV_1644 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1645 Fungi NA NA NA NA NA NA
ASV_1647 Fungi Ascomycota Sordariomycetes Glomerellales Plectosphaerellaceae Plectosphaerella Plectosphaerella_sp
ASV_1648 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala NA
ASV_1649 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Amphinema NA
ASV_1651 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1652 Fungi NA NA NA NA NA NA
ASV_1653 Fungi Chytridiomycota NA NA NA NA NA
ASV_1655 Fungi NA NA NA NA NA NA
ASV_1656 Fungi Ascomycota Leotiomycetes Rhytismatales Rhytismataceae Coccomyces Coccomyces_sp
ASV_1657 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1658 Fungi Ascomycota NA NA NA NA NA
ASV_1659 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1660 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Gyoerffyella Gyoerffyella_sp
ASV_1661 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1662 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1663 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA Serendipitaceae_sp
ASV_1664 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_1665 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1666 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_subclavigera
ASV_1667 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_1668 Fungi Ascomycota NA NA NA NA NA
ASV_1669 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_aeria
ASV_1670 Fungi NA NA NA NA NA Fungi_sp
ASV_1671 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_1672 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1673 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1674 Fungi Ascomycota NA NA NA NA NA
ASV_1675 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA NA
ASV_1677 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae NA NA
ASV_1678 Fungi NA NA NA NA NA NA
ASV_1679 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1680 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1681 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1682 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1683 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_1684 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Pseudohelotium Pseudohelotium_alaunae
ASV_1685 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae NA NA
ASV_1686 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1688 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA NA
ASV_1689 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Thelephora Thelephora_atra
ASV_1690 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae Trechispora Trechispora_byssinella
ASV_1691 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1692 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_rebaudengoi
ASV_1693 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA Helotiaceae_sp
ASV_1694 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1695 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_1696 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaeta Pyrenochaeta_sp
ASV_1697 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leohumicola Leohumicola_sp
ASV_1698 Fungi Ascomycota Leotiomycetes NA NA NA Leotiomycetes_sp
ASV_1699 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metapochonia Metapochonia_bulbillosa
ASV_1700 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1701 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1702 Fungi Ascomycota Leotiomycetes Helotiales Vibrisseaceae Vibrissea NA
ASV_1703 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1704 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1705 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1706 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1708 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA Serendipitaceae_sp
ASV_1709 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1710 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_1712 Fungi NA NA NA NA NA NA
ASV_1713 Fungi Ascomycota Sordariomycetes NA NA NA Sordariomycetes_sp
ASV_1714 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1715 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS11 NA NA GS11_sp
ASV_1718 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1720 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1721 Fungi Basidiomycota Agaricomycetes Cantharellales Tulasnellaceae NA NA
ASV_1722 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Glutinoglossum Glutinoglossum_heptaseptatum
ASV_1723 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1724 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1726 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis NA Hypocreales_fam_Incertae_sedis_sp
ASV_1727 Fungi Ascomycota NA NA NA NA NA
ASV_1728 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1730 Fungi NA NA NA NA NA NA
ASV_1731 Fungi Ascomycota NA NA NA NA NA
ASV_1732 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1733 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Cortinarius NA
ASV_1736 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_1737 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1738 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1740 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae Cenococcum NA
ASV_1741 Fungi NA NA NA NA NA Fungi_sp
ASV_1742 Fungi Ascomycota NA NA NA NA NA
ASV_1743 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1744 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Thelephora Thelephora_sp
ASV_1745 Fungi Chytridiomycota Rhizophydiomycetes Rhizophydiales NA NA Rhizophydiales_sp
ASV_1747 Fungi NA NA NA NA NA NA
ASV_1748 Fungi Ascomycota NA NA NA NA NA
ASV_1749 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1750 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1751 Fungi Ascomycota NA NA NA NA NA
ASV_1752 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1753 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1755 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1756 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_1757 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella NA
ASV_1758 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Tylospora Tylospora_asterophora
ASV_1759 Fungi NA NA NA NA NA NA
ASV_1760 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1761 Fungi NA NA NA NA NA NA
ASV_1763 Fungi Ascomycota NA NA NA NA NA
ASV_1764 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1766 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1767 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1770 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_sp
ASV_1772 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_1773 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria Clavaria_falcata
ASV_1774 Fungi Basidiomycota Agaricomycetes Tremellodendropsidales NA NA Tremellodendropsidales_sp
ASV_1775 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_ellisii
ASV_1776 Fungi NA NA NA NA NA Fungi_sp
ASV_1777 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Helgardia Helgardia_anguioides
ASV_1779 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1781 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1782 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1783 Fungi Ascomycota Xylonomycetes GS34 NA NA GS34_sp
ASV_1784 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae NA NA
ASV_1785 Fungi Ascomycota NA NA NA NA NA
ASV_1786 Fungi Ascomycota NA NA NA NA NA
ASV_1787 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1788 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1789 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_1790 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_leptocephala
ASV_1791 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_1792 Fungi Ascomycota Lecanoromycetes Lecanorales Cladoniaceae Cladonia NA
ASV_1793 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_1794 Fungi Ascomycota NA NA NA NA NA
ASV_1796 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1797 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma NA
ASV_1799 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1800 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1801 Fungi NA NA NA NA NA NA
ASV_1802 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1803 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Neobulgaria Neobulgaria_sp
ASV_1804 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Alatospora NA
ASV_1805 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1806 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1808 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1809 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1810 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_sp
ASV_1811 Fungi Ascomycota Xylonomycetes GS34 NA NA GS34_sp
ASV_1813 Fungi NA NA NA NA NA NA
ASV_1816 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_1817 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1818 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Podospora NA
ASV_1819 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1820 Fungi Basidiomycota Ustilaginomycetes Ustilaginales Ustilaginaceae Ustilago Ustilago_nunavutica
ASV_1821 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta Neoascochyta_tardicrescens
ASV_1822 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1823 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1824 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae Wilcoxina Wilcoxina_rehmii
ASV_1825 Fungi NA NA NA NA NA NA
ASV_1826 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1827 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1829 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1830 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_asprellum
ASV_1831 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae Sebacina Sebacina_sp
ASV_1832 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1834 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1835 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1836 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1837 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae NA NA
ASV_1838 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis Clavulinopsis_helvola
ASV_1839 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae NA NA
ASV_1840 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_1841 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1842 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae NA NA
ASV_1843 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Glutinoglossum Glutinoglossum_glutinosum
ASV_1847 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1848 Fungi Ascomycota NA NA NA NA NA
ASV_1852 Fungi NA NA NA NA NA NA
ASV_1853 Fungi NA NA NA NA NA NA
ASV_1854 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1855 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1856 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1857 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_1858 Fungi Ascomycota Dothideomycetes Capnodiales NA NA NA
ASV_1859 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1861 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_1862 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae NA NA
ASV_1863 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_terricola
ASV_1866 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae NA NA
ASV_1867 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_griseascens
ASV_1868 Fungi NA NA NA NA NA NA
ASV_1869 Fungi Ascomycota NA NA NA NA NA
ASV_1870 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1871 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1872 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1874 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1875 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Dactylonectria NA
ASV_1876 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_1877 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Deconica NA
ASV_1878 Fungi NA NA NA NA NA Fungi_sp
ASV_1879 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_1881 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1882 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1883 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1884 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1885 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1886 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1887 Fungi Glomeromycota Archaeosporomycetes Archaeosporales Ambisporaceae Ambispora Ambispora_sp
ASV_1888 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1890 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria Clavaria_sp
ASV_1891 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Ophiosphaerella Ophiosphaerella_sp
ASV_1892 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Claviceps NA
ASV_1895 Fungi Mucoromycota Umbelopsidomycetes Umbelopsidales Umbelopsidaceae Umbelopsis NA
ASV_1897 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1898 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_mirum
ASV_1899 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Gyoerffyella Gyoerffyella_sp
ASV_1901 Fungi NA NA NA NA NA NA
ASV_1902 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1903 Fungi Ascomycota Pezizomycetes Pezizales Ascobolaceae NA NA
ASV_1904 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Camarophyllopsis Camarophyllopsis_schulzeri
ASV_1905 Fungi NA NA NA NA NA NA
ASV_1906 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_1907 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1908 Fungi NA NA NA NA NA NA
ASV_1909 Fungi Basidiomycota Agaricomycetes Agaricales Typhulaceae Typhula Typhula_ishikariensis
ASV_1910 Fungi Rozellomycota NA NA NA NA Rozellomycota_sp
ASV_1911 Fungi Basidiomycota Agaricomycetes Hymenochaetales Rickenellaceae Rickenella Rickenella_swartzii
ASV_1914 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1915 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1916 Fungi Ascomycota NA NA NA NA NA
ASV_1917 Fungi Ascomycota NA NA NA NA NA
ASV_1918 Fungi Basidiomycota Agaricomycetes Tremellodendropsidales NA NA Tremellodendropsidales_sp
ASV_1921 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Alatospora Alatospora_acuminata
ASV_1922 Fungi Ascomycota Lecanoromycetes Lecanorales Parmeliaceae Pseudevernia Pseudevernia_furfuracea
ASV_1923 Fungi Basidiomycota Agaricomycetes NA NA NA NA
ASV_1924 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_1925 Fungi Mucoromycota Umbelopsidomycetes Umbelopsidales Umbelopsidaceae Umbelopsis NA
ASV_1926 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1927 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1931 Fungi Basidiomycota Microbotryomycetes Leucosporidiales Leucosporidiaceae Mastigobasidium Mastigobasidium_sp
ASV_1932 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1934 Fungi Ascomycota Dothideomycetes Pleosporales NA NA Pleosporales_sp
ASV_1935 Fungi Ascomycota Dothideomycetes NA NA NA Dothideomycetes_sp
ASV_1936 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1937 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1938 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_1940 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Naganishia NA
ASV_1941 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1942 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1943 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1944 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1947 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Cistella Cistella_sp
ASV_1948 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1949 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1950 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1951 Fungi Ascomycota Leotiomycetes Thelebolales Thelebolaceae Thelebolus NA
ASV_1952 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1954 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Ilyonectria Ilyonectria_mors-panacis
ASV_1955 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Deconica Deconica_phillipsii
ASV_1956 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1957 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1958 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1959 Fungi Ascomycota Dothideomycetes NA NA NA Dothideomycetes_sp
ASV_1960 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1961 Fungi Ascomycota Sordariomycetes Hypocreales Bionectriaceae Clonostachys NA
ASV_1963 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Pseudohelotium Pseudohelotium_alaunae
